SubjID,L_bankssts_surfavg,L_caudalanteriorcingulate_surfavg,L_caudalmiddlefrontal_surfavg,L_cuneus_surfavg,L_entorhinal_surfavg,L_fusiform_surfavg,L_inferiorparietal_surfavg,L_inferiortemporal_surfavg,L_isthmuscingulate_surfavg,L_lateraloccipital_surfavg,L_lateralorbitofrontal_surfavg,L_lingual_surfavg,L_medialorbitofrontal_surfavg,L_middletemporal_surfavg,L_parahippocampal_surfavg,L_paracentral_surfavg,L_parsopercularis_surfavg,L_parsorbitalis_surfavg,L_parstriangularis_surfavg,L_pericalcarine_surfavg,L_postcentral_surfavg,L_posteriorcingulate_surfavg,L_precentral_surfavg,L_precuneus_surfavg,L_rostralanteriorcingulate_surfavg,L_rostralmiddlefrontal_surfavg,L_superiorfrontal_surfavg,L_superiorparietal_surfavg,L_superiortemporal_surfavg,L_supramarginal_surfavg,L_frontalpole_surfavg,L_temporalpole_surfavg,L_transversetemporal_surfavg,L_insula_surfavg,R_bankssts_surfavg,R_caudalanteriorcingulate_surfavg,R_caudalmiddlefrontal_surfavg,R_cuneus_surfavg,R_entorhinal_surfavg,R_fusiform_surfavg,R_inferiorparietal_surfavg,R_inferiortemporal_surfavg,R_isthmuscingulate_surfavg,R_lateraloccipital_surfavg,R_lateralorbitofrontal_surfavg,R_lingual_surfavg,R_medialorbitofrontal_surfavg,R_middletemporal_surfavg,R_parahippocampal_surfavg,R_paracentral_surfavg,R_parsopercularis_surfavg,R_parsorbitalis_surfavg,R_parstriangularis_surfavg,R_pericalcarine_surfavg,R_postcentral_surfavg,R_posteriorcingulate_surfavg,R_precentral_surfavg,R_precuneus_surfavg,R_rostralanteriorcingulate_surfavg,R_rostralmiddlefrontal_surfavg,R_superiorfrontal_surfavg,R_superiorparietal_surfavg,R_superiortemporal_surfavg,R_supramarginal_surfavg,R_frontalpole_surfavg,R_temporalpole_surfavg,R_transversetemporal_surfavg,R_insula_surfavg,LThickness,RThickness,LSurfArea,RSurfArea,ICV
BNI_1-29039,931,983,3072,1648,510,3583,5272,3692,1197,5554,2766,3147,1793,3474,705,1649,1789,645,1528,1623,4131,1766,4994,4300,1113,6202,6838,6110,4500,4474,230,522,514,2680,1006,1039,2916,1608,382,3289,5979,3980,924,5330,2734,3255,1795,3615,771,1798,1403,820,1669,1841,4049,1339,4896,4245,861,5941,7786,5519,4103,4630,306,405,476,2686,2.62971,2.63241,93933.5,93394.8,1.70576e+06
BNI_1-29040,823,595,1953,1281,313,2819,4691,2921,918,4982,2073,3246,1606,3075,736,1179,1488,627,1354,1302,3683,1164,4445,4066,778,4792,6422,5422,3409,4603,205,548,499,2184,910,637,1787,1640,228,3370,4997,3030,926,4846,2019,3273,1701,3354,735,1342,1184,776,1500,1549,3712,1140,4667,4248,573,5243,6073,5403,3264,3078,269,390,289,2192,2.35016,2.35501,80201,80346.7,1.4096e+06
BNI_1-29041,1263,591,1991,1218,373,3070,5205,3201,761,4770,2208,2966,1728,2932,770,1375,1589,541,1079,959,3559,999,4314,3844,721,5812,6473,4709,3347,3557,165,512,311,1799,859,804,1627,1408,419,2907,6213,2937,839,3314,2261,3087,1611,3375,872,1305,1058,809,1348,1281,3608,1074,4158,3710,648,5859,6150,5026,3177,3156,243,437,299,1849,2.32995,2.32602,78713,77729.1,1.31974e+06
BNI_1-29042,1169,516,2088,1290,322,3784,5909,4012,994,5332,2671,3046,1787,3621,697,1944,1983,604,1583,1442,4635,1071,4992,4412,980,5256,7083,5674,3415,4572,231,447,350,2738,1082,658,1906,1563,374,3336,5750,3388,746,4739,2617,3362,1898,3572,866,2176,1562,805,1771,1386,4392,1140,4642,4619,744,5079,7893,6073,3487,4440,239,394,320,2795,2.36856,2.38638,90648.9,89815.9,1.65456e+06
BNI_1-29043,1043,495,1945,1343,441,2854,4619,3411,898,4332,2638,2876,1634,2935,659,1184,1403,733,1205,1214,3914,1185,4735,4012,590,4541,7262,5423,3335,4244,206,504,414,2181,785,624,1535,1460,277,3441,5535,3009,878,3888,2838,2922,1800,2981,602,1308,1388,862,1498,1320,3851,1064,5081,4080,630,4763,6358,5239,3211,4147,199,392,247,2440,2.35592,2.37758,80407.8,80654.8,1.55265e+06
BNI_1-29044,1273,530,2306,1538,343,2833,4428,3963,1023,4072,2487,3469,1843,3307,645,1313,1664,676,1215,1521,3869,1121,5053,4053,719,5919,7046,5324,3814,4052,231,364,571,2571,942,848,2210,1338,323,3059,5735,3658,964,4501,2699,3254,1859,3265,721,1416,1331,815,1420,1613,3986,1305,4892,4387,691,6274,6774,5174,3679,3494,292,236,447,2441,2.61451,2.56636,85152.7,86044.1,1.52024e+06
BNI_1-29045,1182,632,2497,1223,354,2767,4525,3078,824,4301,2499,2421,1629,3253,686,1439,1678,546,1031,917,3832,1057,4872,3562,986,5534,6835,4792,3972,3506,201,437,434,2063,1057,759,2008,1326,310,2913,5644,2658,913,3198,2559,2397,1820,3345,572,1534,1460,703,1220,1189,3177,996,4856,3877,576,5469,6579,4946,3367,3292,199,384,293,2296,2.3647,2.37122,79565,77894.1,1.44627e+06
BNI_1-29046,1208,578,2905,1819,485,4244,4547,3148,1240,5403,2738,3822,1686,3274,863,1373,1723,638,1490,1861,4188,1196,5495,3865,1004,5972,8128,5959,4556,3927,205,536,504,3000,998,793,1972,1804,511,4329,5276,3411,1038,5857,2787,3544,2288,3546,795,2045,1487,914,1660,1901,3875,1214,5776,3478,744,5536,8469,5745,3823,4400,324,450,468,2710,2.68017,2.64298,93582.2,93964.7,1.65875e+06
BNI_1-29047,890,457,2523,1303,456,2950,3882,2785,872,3901,2666,3368,2024,2667,779,1274,1687,631,1110,1412,3692,1211,4498,3685,674,4616,6718,5325,3909,4517,147,469,482,2211,705,792,2525,1480,299,2822,5137,3522,901,5319,2498,3062,1889,3171,640,1608,1523,743,1855,1396,3455,1024,4289,3797,611,5139,6610,5041,3069,3287,277,471,436,2388,2.26311,2.27673,79789.5,81783.3,1.24998e+06
BNI_1-29048,1128,908,2627,1932,346,3408,4595,3779,1221,5365,3088,3355,1968,3206,793,1782,1893,752,1769,1743,4649,1419,5612,4138,1097,6418,8154,5965,4592,4500,221,554,620,2353,1185,927,2606,1775,351,3934,6355,3459,813,5056,3386,3428,2129,3588,901,1831,1243,886,1716,1593,4624,1425,5673,5127,929,6304,8589,5443,3936,3667,267,414,329,2284,2.35972,2.3739,95951.8,96170.9,1.75343e+06
BNI_1-29049,841,573,1586,1460,312,2848,4064,2676,763,4114,2335,3150,1469,2563,744,1140,1404,465,975,1298,3598,1111,3940,3426,822,5532,6285,5262,3430,3175,194,438,488,1938,897,681,1661,1517,274,2553,4675,2766,743,4135,2248,2756,1662,3071,666,1431,1259,712,1066,1506,3419,1097,4318,3673,541,4765,6870,4832,3369,3302,284,378,304,2436,2.50037,2.48651,74420.2,75866.8,1.45061e+06
BNI_1-29050,954,396,1882,1374,455,2817,4305,3297,1027,5288,2467,3130,1357,2559,558,1326,1507,523,1318,1279,4046,1092,4595,3297,620,6461,7447,4684,3809,3645,195,469,580,2154,996,754,2334,1454,344,2851,5110,2706,942,4965,2311,3054,1884,3248,579,1408,1357,673,1709,1526,3769,1212,4798,3335,802,5462,6406,4483,3625,3512,304,461,306,2151,2.55175,2.52329,80913.8,80833.6,1.54287e+06
BNI_1-29051,1105,618,2220,1761,408,3341,4363,3354,945,5558,2769,3222,1743,3498,763,1532,1631,671,1404,1573,4254,1129,4764,4147,892,5799,8074,5474,4237,4284,178,414,479,2109,1062,706,2500,1563,148,3411,5384,3332,809,5908,2649,3189,2161,3855,701,1855,1391,1005,1884,1478,3877,1143,5197,4503,509,5844,7463,5779,3864,3727,307,368,409,2089,2.5642,2.49984,88710,90069.3,1.38929e+06
BNI_1-29052,1049,493,1872,1404,397,3679,4799,2916,1028,5100,2607,3024,1723,3057,767,1297,1820,622,1623,1194,4068,884,4975,3565,889,5754,7093,5359,3444,3359,187,442,542,2773,871,562,2006,1484,297,3389,5316,2800,823,4579,2734,3217,1688,3075,722,1449,1252,831,1454,1342,3501,1140,5049,3801,708,5971,6669,5492,3674,4026,254,390,408,2090,2.32075,2.29379,83806.7,83064.9,1.63101e+06
BNI_1-29053,1112,755,3088,1672,416,3402,4622,3739,1013,5353,2658,3198,1748,3452,698,1378,1609,684,1249,1335,4375,1256,4701,3424,1077,6417,7166,6383,3908,3692,167,522,416,2137,947,789,2731,1500,348,3186,5375,3153,1033,5481,2712,3373,1971,3319,646,1830,1656,867,1279,1705,4032,1186,4715,3718,577,7128,7275,6045,3652,3491,247,444,303,1920,2.28632,2.34085,88823.2,88634.3,1.29383e+06
BNI_1-29054,1033,757,2144,1525,521,2774,4039,3223,986,4622,2424,3249,1668,2993,671,1355,1284,644,1290,1464,3956,1302,5164,4172,703,6151,7496,5937,4140,4235,237,542,720,2158,890,643,2054,2072,346,3146,5108,2652,934,5248,2485,3126,1786,3083,663,1864,1453,668,1410,1629,4037,1180,5168,3942,906,6465,7233,5337,3423,4218,294,329,521,2034,2.31256,2.35141,85579.4,86347.4,1.47292e+06
BNI_1-29055,867,525,2004,1452,391,2769,3096,2551,905,3983,2014,3481,1550,2437,702,1116,1267,621,1450,1475,3366,953,4003,3434,711,4762,6277,5211,3392,3443,208,370,442,1866,894,710,1647,1412,282,2700,3840,2507,898,4432,2005,2963,1655,2629,672,1289,1262,622,1523,1599,3074,1042,4434,3451,731,5162,6414,5209,2709,3833,242,370,356,2110,2.68528,2.67424,73096.4,74676.6,1.37979e+06
BNI_1-29056,969,623,2625,1484,572,3513,4246,3360,978,4496,2245,3004,1964,2977,704,1274,1498,568,1401,1489,4115,926,4116,3724,753,5289,6879,6122,3523,3844,188,462,470,2180,890,792,2009,1686,253,3446,4987,3225,820,4322,2075,2748,1576,3513,677,1552,1192,759,1422,1519,3785,1010,4643,3668,804,5472,7051,5589,3404,3491,261,274,268,2168,2.48081,2.5105,82582.3,81348.7,1.57339e+06
BNI_1-30144,1126,484,2201,1376,466,3419,4808,3634,850,4767,2799,3169,1843,3283,626,1345,1868,701,1313,1187,5033,1003,4869,3648,762,5165,6592,5204,3996,3160,146,555,447,2102,901,538,1975,1547,427,3540,6314,3277,872,4858,2887,2938,1636,3350,739,1714,1549,787,1355,1522,4073,1185,5596,3719,786,4875,7049,4904,3737,3491,248,488,340,2111,2.52633,2.59217,83946.2,85328.8,1.61459e+06
BNI_1-30146,975,716,2394,1374,455,3478,4682,3349,1069,5479,3138,3488,1713,3011,828,1374,2013,660,1228,1183,4524,1153,4942,4258,1006,5666,6914,5589,3553,3895,189,394,438,2360,1039,858,2141,1703,508,3660,5211,3515,760,4874,2961,3072,1851,3446,734,2038,1396,842,1416,1441,4198,1203,5150,4243,597,6135,6527,5687,3599,4338,248,397,350,2640,2.44392,2.43303,87486.4,88778.4,1.73193e+06
BNI_1-30147,1128,498,2504,1496,418,3762,4854,3486,887,5318,2564,3340,2122,3543,782,1143,1547,697,1613,1508,4435,1174,5645,3875,612,5257,7520,5941,4055,4151,223,487,541,2132,1240,585,2691,1381,452,2860,6304,3393,1051,4377,2598,3501,1948,3978,499,1425,1550,869,1387,1404,4242,1063,5990,4048,501,6051,7036,6474,3855,3870,379,390,387,2113,2.63717,2.6818,89258.8,89890.4,1.6973e+06
BNI_1-30148,1051,434,2846,1610,452,3125,5108,3501,1184,5110,2376,3611,1960,3340,651,1417,1650,607,1221,1611,4669,1006,4555,4223,825,6147,7609,5204,3358,3728,154,483,418,2050,914,651,2100,1710,343,3245,5862,3519,1122,5073,2536,3551,1928,3542,569,1696,1537,876,1386,1681,4363,1374,5055,4613,695,6563,7064,5410,3306,3669,291,433,340,2486,2.4379,2.51073,87296.6,89501.7,1.59165e+06
BNI_1-30150,914,476,2452,1410,510,3633,5568,3259,1000,5802,2581,3090,1885,3270,851,1398,1672,671,1382,1458,4547,978,5160,4065,792,5873,7560,5758,4509,4057,242,582,627,2704,1017,519,2467,1558,379,3686,5592,3481,1149,6091,2518,3032,1846,3986,829,1464,1304,627,1396,1503,4090,1010,5196,4501,772,7092,7445,6323,3912,4018,304,350,504,2872,2.24067,2.21939,90740,92832.3,1.61134e+06
